Date,Open,High,Low,Close,Adj Close,Volume
2005-10-17,80000.000000,80000.000000,80000.000000,80000.000000,61555.503906,0
2005-10-18,null,null,null,null,null,null
2005-10-19,null,null,null,null,null,null
2005-10-20,80000.000000,80000.000000,80000.000000,80000.000000,61555.503906,0
2005-10-21,null,null,null,null,null,null
2005-10-24,null,null,null,null,null,null
2005-10-25,80000.000000,80000.000000,80000.000000,80000.000000,61555.503906,0
2005-10-26,null,null,null,null,null,null
2005-10-27,null,null,null,null,null,null
2005-10-28,null,null,null,null,null,null
2005-10-31,null,null,null,null,null,null
2005-11-01,null,null,null,null,null,null
2005-11-07,80000.000000,80000.000000,80000.000000,80000.000000,61555.503906,0
2005-11-08,80000.000000,80000.000000,80000.000000,80000.000000,61555.503906,0
2005-11-09,80000.000000,80000.000000,80000.000000,80000.000000,61555.503906,0
2005-11-10,null,null,null,null,null,null
2005-11-11,null,null,null,null,null,null
2005-11-14,null,null,null,null,null,null
2005-11-15,null,null,null,null,null,null
2005-11-16,null,null,null,null,null,null
2005-11-17,269.091003,269.091003,269.091003,269.091003,207.050415,1337
2005-11-18,269.091003,269.091003,269.091003,269.091003,207.050415,0
2005-11-21,269.091003,269.091003,269.091003,269.091003,207.050415,0
2005-11-22,269.091003,269.091003,269.091003,269.091003,207.050415,0
2005-11-23,269.091003,269.091003,269.091003,269.091003,207.050415,0
2005-11-24,269.091003,269.091003,269.091003,269.091003,207.050415,0
2005-11-25,269.091003,269.091003,269.091003,269.091003,207.050415,0
2005-11-28,269.091003,269.091003,269.091003,269.091003,207.050415,0
2005-11-29,269.091003,269.091003,269.091003,269.091003,207.050415,0
2005-11-30,269.091003,269.091003,269.091003,269.091003,207.050415,0
2005-12-01,269.091003,269.091003,269.091003,269.091003,207.050415,0
2005-12-02,269.091003,269.091003,269.091003,269.091003,207.050415,0
2005-12-05,269.091003,269.091003,269.091003,269.091003,207.050415,0
2005-12-06,269.091003,269.091003,269.091003,269.091003,207.050415,0
2005-12-07,269.091003,269.091003,269.091003,269.091003,207.050415,0
2005-12-08,185.000061,185.000061,134.545502,185.000061,142.347168,5945
2005-12-09,185.000061,185.000061,185.000061,185.000061,142.347168,0
2005-12-12,185.000061,185.000061,185.000061,185.000061,142.347168,0
2005-12-13,269.091003,269.091003,269.091003,269.091003,207.050415,148
2005-12-14,218.636429,218.636429,218.636429,218.636429,168.228470,743
2005-12-15,218.636429,218.636429,218.636429,218.636429,168.228470,0
2005-12-16,218.636429,218.636429,218.636429,218.636429,168.228470,0
2005-12-19,218.636429,218.636429,218.636429,218.636429,168.228470,0
2005-12-20,218.636429,218.636429,218.636429,218.636429,168.228470,0
2005-12-21,218.636429,218.636429,218.636429,218.636429,168.228470,0
2005-12-22,218.636429,218.636429,218.636429,218.636429,168.228470,2229
2005-12-23,218.636429,218.636429,218.636429,218.636429,168.228470,0
2005-12-26,218.636429,218.636429,218.636429,218.636429,168.228470,0
2005-12-27,218.636429,218.636429,218.636429,218.636429,168.228470,0
2005-12-28,218.636429,218.636429,218.636429,218.636429,168.228470,0
2005-12-29,218.636429,218.636429,218.636429,218.636429,168.228470,0
2005-12-30,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-01-02,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-01-03,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-01-04,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-01-05,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-01-06,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-01-09,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-01-10,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-01-11,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-01-12,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-01-13,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-01-16,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-01-17,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-01-18,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-01-19,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-01-20,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-01-23,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-01-24,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-01-25,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-01-26,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-01-27,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-01-30,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-01-31,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-02-01,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-02-02,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-02-03,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-02-06,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-02-07,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-02-08,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-02-09,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-02-10,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-02-13,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-02-14,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-02-15,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-02-16,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-02-17,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-02-20,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-02-21,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-02-22,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-02-23,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-02-24,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-02-27,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-02-28,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-03-01,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-03-02,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-03-03,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-03-06,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-03-07,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-03-08,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-03-09,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-03-10,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-03-13,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-03-14,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-03-15,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-03-16,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-03-17,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-03-20,218.636429,218.636429,218.636429,218.636429,168.228470,0
2006-03-21,218.636429,218.636429,218.636429,218.636429,168.228470,0
